type;exec;size;slave;round_trip_time;latency
portal;17;32768;1;193;96.50
portal;17;32768;2;197;98.50
portal;17;32768;3;196;98.00
portal;17;32768;4;187;93.50
portal;17;32768;5;192;96.00
portal;17;32768;6;198;99.00
portal;17;32768;7;198;99.00
portal;17;32768;8;186;93.00
portal;17;32768;9;198;99.00
portal;17;32768;10;199;99.50
portal;17;32768;11;195;97.50
portal;17;32768;12;185;92.50
portal;17;32768;13;195;97.50
portal;17;32768;14;195;97.50
portal;17;32768;15;197;98.50
portal;18;32768;0;186;93.00
portal;18;32768;1;195;97.50
portal;18;32768;2;192;96.00
portal;18;32768;3;198;99.00
portal;18;32768;4;187;93.50
portal;18;32768;5;191;95.50
portal;18;32768;6;198;99.00
portal;18;32768;7;197;98.50
portal;18;32768;8;188;94.00
portal;18;32768;9;192;96.00
portal;18;32768;10;199;99.50
portal;18;32768;11;196;98.00
portal;18;32768;12;185;92.50
portal;18;32768;13;194;97.00
portal;18;32768;14;194;97.00
portal;18;32768;15;195;97.50
portal;19;32768;0;184;92.00
portal;19;32768;1;192;96.00
portal;19;32768;2;192;96.00
portal;19;32768;3;197;98.50
portal;19;32768;4;185;92.50
portal;19;32768;5;192;96.00
portal;19;32768;6;197;98.50
portal;19;32768;7;194;97.00
portal;19;32768;8;194;97.00
portal;19;32768;9;198;99.00
portal;19;32768;10;193;96.50
portal;19;32768;11;195;97.50
portal;19;32768;12;190;95.00
portal;19;32768;13;194;97.00
portal;19;32768;14;193;96.50
portal;19;32768;15;193;96.50
portal;20;32768;0;183;91.50
portal;20;32768;1;194;97.00
portal;20;32768;2;202;101.00
portal;20;32768;3;194;97.00
portal;20;32768;4;184;92.00
portal;20;32768;5;194;97.00
portal;20;32768;6;191;95.50
portal;20;32768;7;195;97.50
portal;20;32768;8;188;94.00
portal;20;32768;9;193;96.50
portal;20;32768;10;197;98.50
portal;20;32768;11;195;97.50
portal;20;32768;12;187;93.50
portal;20;32768;13;192;96.00
portal;20;32768;14;191;95.50
portal;20;32768;15;197;98.50
portal;21;32768;0;187;93.50
portal;21;32768;1;195;97.50
portal;21;32768;2;193;96.50
portal;21;32768;3;195;97.50
portal;21;32768;4;188;94.00
portal;21;32768;5;193;96.50
portal;21;32768;6;196;98.00
portal;21;32768;7;192;96.00
portal;21;32768;8;199;99.50
portal;21;32768;9;196;98.00
portal;21;32768;10;197;98.50
portal;21;32768;11;204;102.00
portal;21;32768;12;188;94.00
portal;21;32768;13;194;97.00
portal;21;32768;14;194;97.00
portal;21;32768;15;194;97.00
portal;22;32768;0;190;95.00
portal;22;32768;1;192;96.00
portal;22;32768;2;192;96.00
portal;22;32768;3;194;97.00
portal;22;32768;4;185;92.50
portal;22;32768;5;195;97.50
portal;22;32768;6;200;100.00
portal;22;32768;7;192;96.00
portal;22;32768;8;185;92.50
portal;22;32768;9;194;97.00
portal;22;32768;10;190;95.00
portal;22;32768;11;199;99.50
portal;22;32768;12;184;92.00
portal;22;32768;13;199;99.50
portal;22;32768;14;200;100.00
portal;22;32768;15;192;96.00
portal;23;32768;0;188;94.00
portal;23;32768;1;194;97.00
portal;23;32768;2;196;98.00
portal;23;32768;3;195;97.50
portal;23;32768;4;186;93.00
portal;23;32768;5;195;97.50
portal;23;32768;6;194;97.00
portal;23;32768;7;203;101.50
portal;23;32768;8;192;96.00
portal;23;32768;9;199;99.50
portal;23;32768;10;189;94.50
portal;23;32768;11;193;96.50
portal;23;32768;12;185;92.50
portal;23;32768;13;194;97.00
portal;23;32768;14;193;96.50
portal;23;32768;15;195;97.50
portal;24;32768;0;187;93.50
portal;24;32768;1;194;97.00
portal;24;32768;2;192;96.00
portal;24;32768;3;196;98.00
portal;24;32768;4;190;95.00
portal;24;32768;5;191;95.50
portal;24;32768;6;194;97.00
portal;24;32768;7;193;96.50
portal;24;32768;8;190;95.00
portal;24;32768;9;192;96.00
portal;24;32768;10;197;98.50
portal;24;32768;11;200;100.00
portal;24;32768;12;186;93.00
portal;24;32768;13;192;96.00
portal;24;32768;14;199;99.50
portal;24;32768;15;198;99.00
portal;25;32768;0;186;93.00
portal;25;32768;1;194;97.00
portal;25;32768;2;195;97.50
portal;25;32768;3;195;97.50
portal;25;32768;4;196;98.00
portal;25;32768;5;196;98.00
portal;25;32768;6;200;100.00
portal;25;32768;7;196;98.00
portal;25;32768;8;187;93.50
portal;25;32768;9;193;96.50
portal;25;32768;10;195;97.50
portal;25;32768;11;199;99.50
portal;25;32768;12;189;94.50
portal;25;32768;13;194;97.00
portal;25;32768;14;196;98.00
portal;25;32768;15;196;98.00
portal;26;32768;0;186;93.00
portal;26;32768;1;191;95.50
portal;26;32768;2;191;95.50
portal;26;32768;3;195;97.50
portal;26;32768;4;188;94.00
portal;26;32768;5;192;96.00
portal;26;32768;6;197;98.50
portal;26;32768;7;203;101.50
portal;26;32768;8;192;96.00
portal;26;32768;9;198;99.00
portal;26;32768;10;191;95.50
portal;26;32768;11;195;97.50
portal;26;32768;12;185;92.50
portal;26;32768;13;195;97.50
portal;26;32768;14;194;97.00
portal;26;32768;15;200;100.00
portal;27;32768;0;188;94.00
portal;27;32768;1;196;98.00
portal;27;32768;2;203;101.50
portal;27;32768;3;202;101.00
portal;27;32768;4;187;93.50
portal;27;32768;5;200;100.00
portal;27;32768;6;192;96.00
portal;27;32768;7;195;97.50
portal;27;32768;8;190;95.00
portal;27;32768;9;195;97.50
portal;27;32768;10;197;98.50
portal;27;32768;11;191;95.50
portal;27;32768;12;186;93.00
portal;27;32768;13;195;97.50
portal;27;32768;14;193;96.50
portal;27;32768;15;196;98.00
portal;28;32768;0;182;91.00
portal;28;32768;1;190;95.00
portal;28;32768;2;193;96.50
portal;28;32768;3;195;97.50
portal;28;32768;4;192;96.00
portal;28;32768;5;195;97.50
portal;28;32768;6;193;96.50
portal;28;32768;7;196;98.00
portal;28;32768;8;188;94.00
portal;28;32768;9;197;98.50
portal;28;32768;10;193;96.50
portal;28;32768;11;193;96.50
portal;28;32768;12;189;94.50
portal;28;32768;13;192;96.00
portal;28;32768;14;199;99.50
portal;28;32768;15;195;97.50
portal;29;32768;0;190;95.00
portal;29;32768;1;197;98.50
portal;29;32768;2;193;96.50
portal;29;32768;3;200;100.00
portal;29;32768;4;191;95.50
portal;29;32768;5;194;97.00
portal;29;32768;6;197;98.50
portal;29;32768;7;193;96.50
portal;29;32768;8;184;92.00
portal;29;32768;9;191;95.50
portal;29;32768;10;194;97.00
portal;29;32768;11;196;98.00
portal;29;32768;12;185;92.50
portal;29;32768;13;193;96.50
portal;29;32768;14;194;97.00
portal;29;32768;15;190;95.00
portal;30;32768;0;194;97.00
portal;30;32768;1;199;99.50
portal;30;32768;2;197;98.50
portal;30;32768;3;193;96.50
portal;30;32768;4;188;94.00
portal;30;32768;5;194;97.00
portal;30;32768;6;193;96.50
portal;30;32768;7;192;96.00
portal;30;32768;8;187;93.50
portal;30;32768;9;201;100.50
portal;30;32768;10;195;97.50
portal;30;32768;11;191;95.50
portal;30;32768;12;187;93.50
portal;30;32768;13;195;97.50
portal;30;32768;14;199;99.50
portal;30;32768;15;200;100.00
portal;31;32768;0;187;93.50
portal;31;32768;1;198;99.00
portal;31;32768;2;193;96.50
portal;31;32768;3;195;97.50
portal;31;32768;4;186;93.00
portal;31;32768;5;192;96.00
portal;31;32768;6;196;98.00
portal;31;32768;7;194;97.00
portal;31;32768;8;186;93.00
portal;31;32768;9;195;97.50
portal;31;32768;10;191;95.50
portal;31;32768;11;195;97.50
portal;31;32768;12;190;95.00
portal;31;32768;13;193;96.50
portal;31;32768;14;198;99.00
portal;31;32768;15;445;222.50
portal;1;65536;0;271;135.50
portal;1;65536;1;292;146.00
portal;1;65536;2;292;146.00
portal;1;65536;3;277;138.50
portal;1;65536;4;289;144.50
portal;1;65536;5;284;142.00
portal;1;65536;6;287;143.50
portal;1;65536;7;285;142.50
portal;1;65536;8;291;145.50
portal;1;65536;9;283;141.50
portal;1;65536;10;283;141.50
portal;1;65536;11;287;143.50
portal;1;65536;12;285;142.50
portal;1;65536;13;282;141.00
portal;1;65536;14;284;142.00
portal;1;65536;15;284;142.00
portal;2;65536;0;289;144.50
portal;2;65536;1;283;141.50
portal;2;65536;2;285;142.50
portal;2;65536;3;290;145.00
portal;2;65536;4;285;142.50
portal;2;65536;5;278;139.00
portal;2;65536;6;283;141.50
portal;2;65536;7;285;142.50
portal;2;65536;8;285;142.50
portal;2;65536;9;285;142.50
portal;2;65536;10;289;144.50
portal;2;65536;11;284;142.00
portal;2;65536;12;288;144.00
portal;2;65536;13;283;141.50
portal;2;65536;14;285;142.50
portal;2;65536;15;284;142.00
portal;3;65536;0;277;138.50
portal;3;65536;1;286;143.00
portal;3;65536;2;284;142.00
portal;3;65536;3;283;141.50
portal;3;65536;4;290;145.00
portal;3;65536;5;284;142.00
portal;3;65536;6;282;141.00
portal;3;65536;7;287;143.50
portal;3;65536;8;295;147.50
portal;3;65536;9;283;141.50
portal;3;65536;10;284;142.00
portal;3;65536;11;286;143.00
portal;3;65536;12;285;142.50
portal;3;65536;13;283;141.50
portal;3;65536;14;284;142.00
portal;3;65536;15;277;138.50
portal;4;65536;0;277;138.50
portal;4;65536;1;286;143.00
portal;4;65536;2;283;141.50
portal;4;65536;3;285;142.50
portal;4;65536;4;284;142.00
portal;4;65536;5;285;142.50
portal;4;65536;6;287;143.50
portal;4;65536;7;282;141.00
portal;4;65536;8;287;143.50
portal;4;65536;9;281;140.50
portal;4;65536;10;285;142.50
portal;4;65536;11;283;141.50
portal;4;65536;12;288;144.00
portal;4;65536;13;270;135.00
portal;4;65536;14;283;141.50
portal;4;65536;15;283;141.50
portal;5;65536;0;287;143.50
portal;5;65536;1;280;140.00
portal;5;65536;2;281;140.50
portal;5;65536;3;285;142.50
portal;5;65536;4;280;140.00
portal;5;65536;5;285;142.50
portal;5;65536;6;286;143.00
portal;5;65536;7;286;143.00
portal;5;65536;8;290;145.00
portal;5;65536;9;284;142.00
portal;5;65536;10;284;142.00
portal;5;65536;11;273;136.50
portal;5;65536;12;287;143.50
portal;5;65536;13;283;141.50
portal;5;65536;14;282;141.00
portal;5;65536;15;283;141.50
portal;6;65536;0;287;143.50
portal;6;65536;1;284;142.00
portal;6;65536;2;279;139.50
portal;6;65536;3;285;142.50
portal;6;65536;4;276;138.00
portal;6;65536;5;284;142.00
portal;6;65536;6;288;144.00
portal;6;65536;7;283;141.50
portal;6;65536;8;293;146.50
portal;6;65536;9;287;143.50
portal;6;65536;10;284;142.00
portal;6;65536;11;286;143.00
portal;6;65536;12;278;139.00
portal;6;65536;13;280;140.00
portal;6;65536;14;284;142.00
portal;6;65536;15;287;143.50
portal;7;65536;0;279;139.50
portal;7;65536;1;283;141.50
portal;7;65536;2;284;142.00
portal;7;65536;3;283;141.50
portal;7;65536;4;282;141.00
portal;7;65536;5;287;143.50
portal;7;65536;6;282;141.00
portal;7;65536;7;272;136.00
portal;7;65536;8;279;139.50
portal;7;65536;9;282;141.00
portal;7;65536;10;286;143.00
portal;7;65536;11;286;143.00
portal;7;65536;12;287;143.50
portal;7;65536;13;284;142.00
portal;7;65536;14;270;135.00
portal;7;65536;15;284;142.00
portal;8;65536;0;286;143.00
portal;8;65536;1;285;142.50
portal;8;65536;2;287;143.50
portal;8;65536;3;284;142.00
portal;8;65536;4;286;143.00
portal;8;65536;5;270;135.00
portal;8;65536;6;283;141.50
portal;8;65536;7;288;144.00
portal;8;65536;8;278;139.00
portal;8;65536;9;284;142.00
portal;8;65536;10;282;141.00
portal;8;65536;11;287;143.50
portal;8;65536;12;292;146.00
portal;8;65536;13;285;142.50
portal;8;65536;14;283;141.50
portal;8;65536;15;286;143.00
portal;9;65536;0;277;138.50
portal;9;65536;1;280;140.00
portal;9;65536;2;284;142.00
portal;9;65536;3;272;136.00
portal;9;65536;4;289;144.50
portal;9;65536;5;285;142.50
portal;9;65536;6;287;143.50
portal;9;65536;7;281;140.50
portal;9;65536;8;287;143.50
portal;9;65536;9;281;140.50
portal;9;65536;10;268;134.00
portal;9;65536;11;287;143.50
portal;9;65536;12;288;144.00
portal;9;65536;13;283;141.50
portal;9;65536;14;281;140.50
portal;9;65536;15;286;143.00
portal;10;65536;0;288;144.00
portal;10;65536;1;272;136.00
portal;10;65536;2;284;142.00
portal;10;65536;3;283;141.50
portal;10;65536;4;288;144.00
portal;10;65536;5;282;141.00
portal;10;65536;6;292;146.00
portal;10;65536;7;280;140.00
portal;10;65536;8;268;134.00
portal;10;65536;9;288;144.00
portal;10;65536;10;283;141.50
portal;10;65536;11;280;140.00
portal;10;65536;12;288;144.00
portal;10;65536;13;285;142.50
portal;10;65536;14;285;142.50
portal;10;65536;15;273;136.50
portal;11;65536;0;279;139.50
portal;11;65536;1;284;142.00
portal;11;65536;2;283;141.50
portal;11;65536;3;282;141.00
portal;11;65536;4;287;143.50
portal;11;65536;5;284;142.00
portal;11;65536;6;273;136.50
portal;11;65536;7;283;141.50
portal;11;65536;8;284;142.00
portal;11;65536;9;281;140.50
portal;11;65536;10;284;142.00
portal;11;65536;11;286;143.00
portal;11;65536;12;288;144.00
portal;11;65536;13;274;137.00
portal;11;65536;14;286;143.00
portal;11;65536;15;286;143.00
portal;12;65536;0;289;144.50
portal;12;65536;1;281;140.50
portal;12;65536;2;279;139.50
portal;12;65536;3;285;142.50
portal;12;65536;4;280;140.00
portal;12;65536;5;286;143.00
portal;12;65536;6;286;143.00
portal;12;65536;7;287;143.50
portal;12;65536;8;290;145.00
portal;12;65536;9;287;143.50
portal;12;65536;10;281;140.50
portal;12;65536;11;271;135.50
portal;12;65536;12;278;139.00
portal;12;65536;13;281;140.50
portal;12;65536;14;283;141.50
portal;12;65536;15;283;141.50
portal;13;65536;0;289;144.50
portal;13;65536;1;278;139.00
portal;13;65536;2;269;134.50
portal;13;65536;3;283;141.50
portal;13;65536;4;288;144.00
portal;13;65536;5;284;142.00
portal;13;65536;6;281;140.50
portal;13;65536;7;288;144.00
portal;13;65536;8;293;146.50
portal;13;65536;9;271;135.50
portal;13;65536;10;285;142.50
portal;13;65536;11;286;143.00
portal;13;65536;12;289;144.50
portal;13;65536;13;283;141.50
portal;13;65536;14;287;143.50
portal;13;65536;15;283;141.50
portal;14;65536;0;287;143.50
portal;14;65536;1;283;141.50
portal;14;65536;2;282;141.00
portal;14;65536;3;285;142.50
portal;14;65536;4;290;145.00
portal;14;65536;5;280;140.00
portal;14;65536;6;284;142.00
portal;14;65536;7;285;142.50
portal;14;65536;8;288;144.00
portal;14;65536;9;289;144.50
portal;14;65536;10;287;143.50
portal;14;65536;11;283;141.50
portal;14;65536;12;286;143.00
portal;14;65536;13;281;140.50
portal;14;65536;14;282;141.00
portal;14;65536;15;286;143.00
portal;15;65536;0;285;142.50
portal;15;65536;1;286;143.00
portal;15;65536;2;283;141.50
portal;15;65536;3;284;142.00
portal;15;65536;4;289;144.50
portal;15;65536;5;283;141.50
portal;15;65536;6;284;142.00
portal;15;65536;7;290;145.00
portal;15;65536;8;288;144.00
portal;15;65536;9;284;142.00
portal;15;65536;10;282;141.00
portal;15;65536;11;283;141.50
portal;15;65536;12;284;142.00
portal;15;65536;13;285;142.50
portal;15;65536;14;270;135.00
portal;15;65536;15;284;142.00
portal;16;65536;0;290;145.00
portal;16;65536;1;283;141.50
portal;16;65536;2;279;139.50
portal;16;65536;3;280;140.00
portal;16;65536;4;290;145.00
portal;16;65536;5;278;139.00
portal;16;65536;6;286;143.00
portal;16;65536;7;286;143.00
portal;16;65536;8;278;139.00
portal;16;65536;9;285;142.50
portal;16;65536;10;280;140.00
portal;16;65536;11;281;140.50
portal;16;65536;12;278;139.00
portal;16;65536;13;285;142.50
portal;16;65536;14;281;140.50
portal;16;65536;15;285;142.50
portal;17;65536;0;287;143.50
portal;17;65536;1;282;141.00
portal;17;65536;2;286;143.00
portal;17;65536;3;270;135.00
portal;17;65536;4;288;144.00
portal;17;65536;5;286;143.00
portal;17;65536;6;284;142.00
portal;17;65536;7;286;143.00
portal;17;65536;8;287;143.50
portal;17;65536;9;282;141.00
portal;17;65536;10;273;136.50
portal;17;65536;11;284;142.00
portal;17;65536;12;289;144.50
portal;17;65536;13;282;141.00
portal;17;65536;14;286;143.00
portal;17;65536;15;292;146.00
portal;18;65536;0;277;138.50
portal;18;65536;1;269;134.50
portal;18;65536;2;285;142.50
portal;18;65536;3;284;142.00
portal;18;65536;4;288;144.00
portal;18;65536;5;284;142.00
portal;18;65536;6;288;144.00
portal;18;65536;7;285;142.50
portal;18;65536;8;280;140.00
portal;18;65536;9;285;142.50
portal;18;65536;10;293;146.50
portal;18;65536;11;282;141.00
portal;18;65536;12;286;143.00
portal;18;65536;13;282;141.00
portal;18;65536;14;282;141.00
portal;18;65536;15;284;142.00
portal;19;65536;0;285;142.50
portal;19;65536;1;290;145.00
portal;19;65536;2;287;143.50
portal;19;65536;3;284;142.00
portal;19;65536;4;278;139.00
portal;19;65536;5;285;142.50
portal;19;65536;6;288;144.00
portal;19;65536;7;284;142.00
portal;19;65536;8;292;146.00
portal;19;65536;9;283;141.50
portal;19;65536;10;285;142.50
portal;19;65536;11;283;141.50
portal;19;65536;12;287;143.50
portal;19;65536;13;279;139.50
portal;19;65536;14;284;142.00
portal;19;65536;15;288;144.00
portal;20;65536;0;286;143.00
portal;20;65536;1;288;144.00
portal;20;65536;2;283;141.50
portal;20;65536;3;286;143.00
portal;20;65536;4;283;141.50
portal;20;65536;5;280;140.00
portal;20;65536;6;290;145.00
portal;20;65536;7;280;140.00
portal;20;65536;8;285;142.50
portal;20;65536;9;283;141.50
portal;20;65536;10;281;140.50
portal;20;65536;11;282;141.00
portal;20;65536;12;289;144.50
portal;20;65536;13;272;136.00
portal;20;65536;14;284;142.00
portal;20;65536;15;286;143.00
portal;21;65536;0;291;145.50
portal;21;65536;1;285;142.50
portal;21;65536;2;285;142.50
portal;21;65536;3;283;141.50
portal;21;65536;4;282;141.00
portal;21;65536;5;284;142.00
portal;21;65536;6;285;142.50
portal;21;65536;7;281;140.50
portal;21;65536;8;276;138.00
portal;21;65536;9;280;140.00
portal;21;65536;10;285;142.50
portal;21;65536;11;272;136.00
portal;21;65536;12;288;144.00
portal;21;65536;13;283;141.50
portal;21;65536;14;286;143.00
portal;21;65536;15;284;142.00
portal;22;65536;0;287;143.50
portal;22;65536;1;284;142.00
portal;22;65536;2;277;138.50
portal;22;65536;3;285;142.50
portal;22;65536;4;290;145.00
portal;22;65536;5;283;141.50
portal;22;65536;6;284;142.00
portal;22;65536;7;286;143.00
portal;22;65536;8;288;144.00
portal;22;65536;9;272;136.00
portal;22;65536;10;281;140.50
portal;22;65536;11;283;141.50
portal;22;65536;12;286;143.00
portal;22;65536;13;282;141.00
portal;22;65536;14;280;140.00
portal;22;65536;15;293;146.50
portal;23;65536;0;279;139.50
portal;23;65536;1;281;140.50
portal;23;65536;2;281;140.50
portal;23;65536;3;281;140.50
portal;23;65536;4;288;144.00
portal;23;65536;5;287;143.50
portal;23;65536;6;282;141.00
portal;23;65536;7;283;141.50
portal;23;65536;8;288;144.00
portal;23;65536;9;283;141.50
portal;23;65536;10;284;142.00
portal;23;65536;11;286;143.00
portal;23;65536;12;290;145.00
portal;23;65536;13;282;141.00
portal;23;65536;14;284;142.00
portal;23;65536;15;286;143.00
portal;24;65536;0;290;145.00
portal;24;65536;1;281;140.50
portal;24;65536;2;285;142.50
portal;24;65536;3;284;142.00
portal;24;65536;4;287;143.50
portal;24;65536;5;282;141.00
portal;24;65536;6;281;140.50
portal;24;65536;7;299;149.50
portal;24;65536;8;275;137.50
portal;24;65536;9;285;142.50
portal;24;65536;10;283;141.50
portal;24;65536;11;287;143.50
portal;24;65536;12;284;142.00
portal;24;65536;13;285;142.50
portal;24;65536;14;287;143.50
portal;24;65536;15;291;145.50
portal;25;65536;0;286;143.00
portal;25;65536;1;284;142.00
portal;25;65536;2;284;142.00
portal;25;65536;3;283;141.50
portal;25;65536;4;287;143.50
portal;25;65536;5;270;135.00
portal;25;65536;6;284;142.00
portal;25;65536;7;284;142.00
portal;25;65536;8;278;139.00
portal;25;65536;9;288;144.00
portal;25;65536;10;284;142.00
portal;25;65536;11;287;143.50
portal;25;65536;12;279;139.50
portal;25;65536;13;288;144.00
portal;25;65536;14;283;141.50
portal;25;65536;15;281;140.50
portal;26;65536;0;286;143.00
portal;26;65536;1;284;142.00
portal;26;65536;2;285;142.50
portal;26;65536;3;272;136.00
portal;26;65536;4;286;143.00
portal;26;65536;5;284;142.00
portal;26;65536;6;284;142.00
portal;26;65536;7;287;143.50
portal;26;65536;8;293;146.50
portal;26;65536;9;284;142.00
portal;26;65536;10;285;142.50
portal;26;65536;11;285;142.50
portal;26;65536;12;288;144.00
portal;26;65536;13;285;142.50
portal;26;65536;14;286;143.00
portal;26;65536;15;286;143.00
portal;27;65536;0;287;143.50
portal;27;65536;1;282;141.00
portal;27;65536;2;287;143.50
portal;27;65536;3;290;145.00
portal;27;65536;4;286;143.00
portal;27;65536;5;284;142.00
portal;27;65536;6;286;143.00
portal;27;65536;7;287;143.50
portal;27;65536;8;286;143.00
portal;27;65536;9;285;142.50
portal;27;65536;10;289;144.50
portal;27;65536;11;284;142.00
portal;27;65536;12;288;144.00
portal;27;65536;13;284;142.00
portal;27;65536;14;283;141.50
portal;27;65536;15;288;144.00
portal;28;65536;0;288;144.00
portal;28;65536;1;273;136.50
portal;28;65536;2;288;144.00
portal;28;65536;3;284;142.00
portal;28;65536;4;287;143.50
portal;28;65536;5;284;142.00
portal;28;65536;6;282;141.00
portal;28;65536;7;284;142.00
portal;28;65536;8;276;138.00
portal;28;65536;9;282;141.00
portal;28;65536;10;286;143.00
portal;28;65536;11;284;142.00
portal;28;65536;12;290;145.00
portal;28;65536;13;284;142.00
portal;28;65536;14;282;141.00
portal;28;65536;15;271;135.50
portal;29;65536;0;286;143.00
portal;29;65536;1;283;141.50
portal;29;65536;2;285;142.50
portal;29;65536;3;284;142.00
portal;29;65536;4;282;141.00
portal;29;65536;5;284;142.00
portal;29;65536;6;277;138.50
portal;29;65536;7;288;144.00
portal;29;65536;8;289;144.50
portal;29;65536;9;286;143.00
portal;29;65536;10;286;143.00
portal;29;65536;11;292;146.00
portal;29;65536;12;287;143.50
portal;29;65536;13;289;144.50
portal;29;65536;14;285;142.50
portal;29;65536;15;289;144.50
portal;30;65536;0;274;137.00
portal;30;65536;1;283;141.50
portal;30;65536;2;281;140.50
portal;30;65536;3;285;142.50
portal;30;65536;4;289;144.50
portal;30;65536;5;283;141.50
portal;30;65536;6;289;144.50
portal;30;65536;7;284;142.00
portal;30;65536;8;277;138.50
portal;30;65536;9;282;141.00
portal;30;65536;10;287;143.50
portal;30;65536;11;284;142.00
portal;30;65536;12;289;144.50
portal;30;65536;13;296;148.00
portal;30;65536;14;283;141.50
portal;30;65536;15;291;145.50
portal;31;65536;0;285;142.50
portal;31;65536;1;281;140.50
portal;31;65536;2;282;141.00
portal;31;65536;3;285;142.50
portal;31;65536;4;292;146.00
portal;31;65536;5;282;141.00
portal;31;65536;6;285;142.50
portal;31;65536;7;281;140.50
portal;31;65536;8;288;144.00
portal;31;65536;9;284;142.00
portal;31;65536;10;287;143.50
portal;31;65536;11;271;135.50
portal;31;65536;12;288;144.00
portal;31;65536;13;282;141.00
portal;31;65536;14;287;143.50
portal;31;65536;15;439;219.50
portal;1;131072;0;477;238.50
portal;1;131072;1;481;240.50
portal;1;131072;2;480;240.00
portal;1;131072;3;476;238.00
portal;1;131072;4;470;235.00
portal;1;131072;5;480;240.00
portal;1;131072;6;475;237.50
portal;1;131072;7;475;237.50
portal;1;131072;8;473;236.50
portal;1;131072;9;481;240.50
portal;1;131072;10;475;237.50
portal;1;131072;11;476;238.00
portal;1;131072;12;470;235.00
portal;1;131072;13;475;237.50
portal;1;131072;14;476;238.00
portal;1;131072;15;475;237.50
portal;2;131072;0;472;236.00
portal;2;131072;1;478;239.00
portal;2;131072;2;473;236.50
portal;2;131072;3;473;236.50
portal;2;131072;4;472;236.00
portal;2;131072;5;476;238.00
portal;2;131072;6;481;240.50
portal;2;131072;7;480;240.00
portal;2;131072;8;471;235.50
portal;2;131072;9;472;236.00
portal;2;131072;10;474;237.00
portal;2;131072;11;478;239.00
portal;2;131072;12;470;235.00
portal;2;131072;13;471;235.50
portal;2;131072;14;477;238.50
portal;2;131072;15;479;239.50
portal;3;131072;0;469;234.50
portal;3;131072;1;477;238.50
portal;3;131072;2;473;236.50
portal;3;131072;3;472;236.00
portal;3;131072;4;467;233.50
portal;3;131072;5;469;234.50
portal;3;131072;6;477;238.50
portal;3;131072;7;472;236.00
portal;3;131072;8;470;235.00
portal;3;131072;9;475;237.50
portal;3;131072;10;474;237.00
portal;3;131072;11;482;241.00
portal;3;131072;12;469;234.50
portal;3;131072;13;472;236.00
portal;3;131072;14;472;236.00
portal;3;131072;15;480;240.00
portal;4;131072;0;467;233.50
portal;4;131072;1;470;235.00
portal;4;131072;2;472;236.00
portal;4;131072;3;475;237.50
portal;4;131072;4;469;234.50
portal;4;131072;5;474;237.00
portal;4;131072;6;471;235.50
portal;4;131072;7;475;237.50
portal;4;131072;8;486;243.00
portal;4;131072;9;473;236.50
portal;4;131072;10;476;238.00
portal;4;131072;11;478;239.00
portal;4;131072;12;475;237.50
portal;4;131072;13;472;236.00
portal;4;131072;14;476;238.00
portal;4;131072;15;474;237.00
portal;5;131072;0;470;235.00
portal;5;131072;1;478;239.00
portal;5;131072;2;474;237.00
portal;5;131072;3;476;238.00
portal;5;131072;4;472;236.00
portal;5;131072;5;479;239.50
portal;5;131072;6;476;238.00
portal;5;131072;7;472;236.00
portal;5;131072;8;468;234.00
portal;5;131072;9;475;237.50
portal;5;131072;10;477;238.50
portal;5;131072;11;477;238.50
portal;5;131072;12;471;235.50
portal;5;131072;13;471;235.50
portal;5;131072;14;474;237.00
portal;5;131072;15;477;238.50
portal;6;131072;0;472;236.00
portal;6;131072;1;473;236.50
portal;6;131072;2;477;238.50
portal;6;131072;3;474;237.00
portal;6;131072;4;470;235.00
portal;6;131072;5;477;238.50
portal;6;131072;6;474;237.00
portal;6;131072;7;475;237.50
portal;6;131072;8;473;236.50
portal;6;131072;9;475;237.50
portal;6;131072;10;480;240.00
portal;6;131072;11;474;237.00
portal;6;131072;12;471;235.50
portal;6;131072;13;474;237.00
portal;6;131072;14;473;236.50
portal;6;131072;15;482;241.00
portal;7;131072;0;475;237.50
portal;7;131072;1;476;238.00
portal;7;131072;2;474;237.00
portal;7;131072;3;474;237.00
portal;7;131072;4;469;234.50
portal;7;131072;5;474;237.00
portal;7;131072;6;475;237.50
portal;7;131072;7;473;236.50
portal;7;131072;8;470;235.00
portal;7;131072;9;472;236.00
portal;7;131072;10;476;238.00
portal;7;131072;11;477;238.50
portal;7;131072;12;479;239.50
portal;7;131072;13;479;239.50
portal;7;131072;14;480;240.00
portal;7;131072;15;474;237.00
portal;8;131072;0;471;235.50
portal;8;131072;1;473;236.50
portal;8;131072;2;474;237.00
portal;8;131072;3;478;239.00
portal;8;131072;4;467;233.50
portal;8;131072;5;474;237.00
portal;8;131072;6;475;237.50
portal;8;131072;7;472;236.00
portal;8;131072;8;472;236.00
portal;8;131072;9;485;242.50
portal;8;131072;10;474;237.00
portal;8;131072;11;473;236.50
portal;8;131072;12;467;233.50
portal;8;131072;13;473;236.50
portal;8;131072;14;477;238.50
portal;8;131072;15;478;239.00
portal;9;131072;0;469;234.50
portal;9;131072;1;473;236.50
portal;9;131072;2;477;238.50
portal;9;131072;3;473;236.50
portal;9;131072;4;468;234.00
portal;9;131072;5;475;237.50
portal;9;131072;6;485;242.50
portal;9;131072;7;479;239.50
portal;9;131072;8;475;237.50
portal;9;131072;9;474;237.00
